doc_a_filename,doc_b_filename,contradiction_type,severity,claim_a_snippet,claim_b_snippet,section_a,section_b,is_contradiction,labeler_note
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","numerical_discrepancy","critical","A target of 10 percent of ANBC or Credit Equivalent Amount of Off-Balance Sheet Exposure, whichever is higher, is mandated for Advances to Weaker Sections across all banks.","The Advances to Weaker Sections target for Primary (Urban) Co-operative Banks (UCBs) is prescribed at 12% of ANBC or CEOBSE, whichever is higher.","Chapter II - Targets/Sub-targets - Weaker Sections","Chapter II - Targets/Sub-targets for Priority sector - Weaker Sections","true","Numerical discrepancy in the Weaker Sections sub-target for UCBs, which was increased to 12% in the 2025 regulations from the blanket 10% standard in 2015."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","policy_conflict","critical","Banks cannot trade priority sector obligations; any shortfall in achievement must be deposited into the Rural Infrastructure Development Fund (RIDF) or other specified funds.","Banks can buy and sell Priority Sector Lending Certificates (PSLCs) through the Core Banking Solution (e-Kuber) portal to meet their priority sector lending targets.","Chapter II - Non-achievement of targets","Chapter III - Computation of Adjusted Net Bank Credit","true","Direct policy conflict. The 2025 circular permits the active trading of Priority Sector Lending Certificates (PSLCs) to offset shortfalls, a mechanism that was not recognized in the 2015 directive."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","stale_reference","moderate","Investments by banks in securitised assets, representing loans to various categories of priority sector, except 'others' category, are eligible for classification under respective categories of priority sector.","The assets are originated by banks and financial institutions and are eligible to be classified as priority sector advances prior to securitisation and must fulfil the RBI guidelines on 'Securitisation of Standard Assets' issued vide Master Directions DOR.STR.REC.53/21.04.","Chapter IV - Investments by banks in securitised assets","Chapter II - Securitisation","true","Stale reference. While both allow securitised assets, the 2025 text mandates strict compliance with the newly introduced Master Directions DOR.STR.REC.53/21.04, replacing the older generic conditions."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","policy_conflict","critical","Small Finance Banks are not distinctively categorized for priority sector targets and shall follow the standard scheduled commercial bank limits.","Small Finance Banks have a mandated Total Priority Sector target of 75 per cent of ANBC or CEOBSE, whichever is higher.","Chapter II - Targets /Sub-targets","Chapter II - Targets/Sub-targets for Priority sector","true","Regulatory scope conflict. The 2015 framework did not have a dedicated 75% PSL target bracket for Small Finance Banks, whereas the 2025 directive expressly isolates them with this much higher target."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","numerical_discrepancy","critical","The limit for collateral-free agricultural loans is maintained at ₹ 1 lakh per borrower.","The limit for collateral-free short-term agricultural loans, including loans for allied activities, has been raised from ₹ 1.60 lakh to ₹ 2.00 lakh per borrower.","Chapter III - Agriculture - Collateral-free loans","Chapter II - Agriculture - Collateral-free loans","true","Numerical mismatch in the cap for collateral-free agriculture loans, jumping from ₹1 lakh in 2015 to a revised limit of ₹2 lakh in 2025."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","numerical_discrepancy","moderate","Education loans to individuals for educational purposes including vocational courses up to ₹ 10 lakh irrespective of the sanctioned amount will be considered as eligible for priority sector.","Loans to individuals for educational purposes including vocational courses up to ₹ 20 lakh irrespective of the sanctioned amount will be considered as eligible for priority sector.","Chapter III - Education","Chapter II - Education","true","Numerical mismatch in the cap for Education loans under PSL, increasing from ₹10 lakh in 2015 to ₹20 lakh in 2025."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","stale_reference","critical","Advances extended in India against the incremental FCNR (B)/NRE deposits, qualifying for exemption from CRR/SLR requirements, as per the Reserve Bank’s circulars DBOD.No.Ret.BC.36/12.01.001/ 2013-14 dated August 14, 2013.","The incremental advances extended out of the resources generated from the eligible incremental FCNR(B)/NRE deposits is calculated as the difference between outstanding advances in India as on March 7, 2014, and the current outstanding.","Chapter II - Computation of Adjusted Net Bank Credit","Chapter I - Preliminary (Item V)","true","Calculation methodology conflict. The 2025 framework introduces a strict cutoff date (March 7, 2014) to calculate the difference for FCNR(B)/NRE deposit exemptions, replacing the broader 2015 reference."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","","","Banks should not deduct / net any amount like provisions, accrued interest, etc. from NBC.","provisions, accrued interest, etc. from NBC. [Banks shall not deduct]","Chapter II - Computation of ANBC","Chapter I - Computation of Adjusted Net Bank Credit","false","Both circulars explicitly prohibit banks from deducting provisions or accrued interest from the Net Bank Credit (NBC) when calculating priority sector targets."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","","","Investments by banks in securitised assets, representing loans to various categories of priority sector, except 'others' category, are eligible for classification under respective categories of priority sector depending on the underlying assets.","Investments or any other items which are treated as eligible for classification under priority sector target/sub-target achievement, shall also form part of Adjusted Net Bank Credit.","Chapter IV - Investments by banks in securitised assets","Chapter II - Computation of Adjusted Net Bank Credit","false","Both frameworks agree that investments in eligible securitised assets can be classified under priority sector and included in the Adjusted Net Bank Credit."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","","","No loan related and adhoc service charges/inspection charges should be levied on priority sector loans up to ₹ 25,000.","No loan related and adhoc service charges/inspection charges should be levied on priority sector loans up to ₹ 25,000.","Chapter V - Common guidelines - Service charges","Chapter X - Common guidelines - Service charges","false","Both documents maintain the exact same consumer protection rule preventing banks from levying service or inspection charges on small priority sector loans up to ₹ 25,000."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","","","Banks should provide acknowledgement for loan applications received under priority sector loans.","Banks should provide acknowledgement for loan applications received under priority sector loans.","Chapter V - Common guidelines - Acknowledgement","Chapter X - Common guidelines - Acknowledgement","false","Both circulars mandate that banks must formally acknowledge the receipt of priority sector loan applications."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","","","A register/ electronic record should be maintained by the bank, wherein the date of receipt, sanction/rejection/disbursement with reasons thereof, etc., should be recorded. The register/electronic record should be made available to all inspecting agencies.","A register/electronic record should be maintained by the bank, wherein the date of receipt, sanction/rejection/disbursement with reasons thereof, etc., should be recorded and made available to inspecting agencies.","Chapter V - Common guidelines - Application register","Chapter X - Common guidelines - Application register","false","Both documents require the maintenance of a rigorous physical or electronic register to track the lifecycle of priority sector loan applications for inspection purposes."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","","","The targets and sub-targets set under priority sector lending... are to be computed on the basis of the ANBC or Credit Equivalent Amount of Off-Balance Sheet Exposure, whichever is higher.","The targets and sub-targets set under priority sector lending, to be computed on the basis of the ANBC/CEOBSE as applicable as on the corresponding date of the preceding year.","Chapter II - Targets /Sub-targets","Chapter II - Targets/Sub-targets for Priority sector","false","Both regulations base the priority sector target calculations on whichever is higher between Adjusted Net Bank Credit (ANBC) or Credit Equivalent Amount of Off-Balance Sheet Exposure (CEOBSE)."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","","","Banks should ensure that loans extended under priority sector are for approved purposes and the end use is continuously monitored.","Banks should ensure that loans extended under priority sector are for approved purposes and the end use is continuously monitored.","Chapter V - Common guidelines - End-use monitoring","Chapter X - Common guidelines - End-use monitoring","false","Both circulars enforce the strict requirement that banks must actively monitor the end-use of funds disbursed under priority sector lending."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","","","Housing loans to banks’ own employees will not be eligible for classification under the priority sector.","Housing loans to banks’ own employees will not be eligible for classification under the priority sector.","Chapter III - Housing - Employee loans","Chapter II - Housing - Employee loans","false","Both documents explicitly exclude housing loans granted to a bank's own staff from being counted towards priority sector lending targets."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","","","Housing loans which are backed by long term bonds shall not be classified under priority sector, as they are exempted from inclusion in ANBC.","Housing loans which are backed by long term bonds shall not be classified under priority sector, as they are exempted from inclusion in ANBC.","Chapter III - Housing - Long-term bond backed loans","Chapter II - Housing - Long-term bond backed loans","false","Both texts agree that housing loans funded by long-term bonds are carved out of ANBC and thus cannot be double-counted as priority sector achievements."
"RBI_Master_Circular_PSL_2015.pdf","RBI_Master_Direction_PSL_2025.pdf","","","Non-achievement of priority sector targets and sub-targets will be taken into account while granting regulatory clearances/approvals for various purposes.","Non-achievement of priority sector targets and sub-targets will be taken into account while granting regulatory clearances/approvals for various purposes.","Chapter II - Non-achievement of targets","Chapter VIII - Non-achievement of priority sector targets","false","Both circulars threaten regulatory penalties, noting that failure to meet PSL targets will negatively impact a bank's ability to secure RBI regulatory clearances and approvals."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","critical","A Large Corporate (LC) is defined as a listed entity with outstanding long-term borrowings of Rs 100 crore or above.","A Core Investment Company (CIC) is subject to Scale Based Regulation if its asset size is Rs 100 crore and above, irrespective of borrowing levels.","Applicability - Para 1.1","Chapter 2 - Applicability","true","Numerical and scope mismatch for regulatory trigger. SEBI relies on borrowing threshold (Rs 100 cr), while RBI relies on asset size threshold (Rs 100 cr)."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","critical","LCs shall mandate raising a minimum of 25% of their incremental borrowings during the financial year through the issuance of debt securities.","CICs shall ensure that outside liabilities do not exceed 2.5 times of their Adjusted Net Worth and are heavily restricted from issuing public debt.","Chapter II - Borrowing Requirements","Chapter 4 - Leverage Ratio","true","Direct policy conflict for a CIC that qualifies as an LC. SEBI mandates 25% market borrowing, whereas RBI restricts CICs from certain public debt issuances and limits leverage."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","stale_reference","moderate","The framework applies to all listed entities excluding Scheduled Commercial Banks.","The Scale Based Regulation framework applies to all NBFCs including CICs, categorized into Base, Middle, Upper, and Top Layers.","Scope and Applicability","Chapter 1 - Categorization","true","Scope conflict. SEBI excludes SCBs but includes NBFCs/CICs automatically if listed, while RBI applies layered regulations regardless of listing status."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","critical","Outstanding long-term borrowings shall mean any outstanding borrowing with an original maturity of more than 1 year.","Outside liabilities mean all forms of borrowings, including short-term and long-term debt, regardless of maturity.","Definitions - Para 2(b)","Chapter 3 - Definitions","true","Definitional mismatch on what constitutes borrowing/liabilities. SEBI excludes short-term debt (<1 year) for the LC threshold, while RBI includes all outside liabilities."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","moderate","Details of incremental borrowings shall be disclosed to the stock exchanges within 45 days of the end of the financial year.","CICs must submit their annual financial returns and leverage details to the Reserve Bank within 15 days from the date of finalization of the balance sheet.","Disclosure Requirements - Para 4.1","Chapter 6 - Reporting Requirements","true","Reporting timeline conflict. SEBI requires exchange disclosure within 45 days of FY end, whereas RBI mandates submission within 15 days of balance sheet finalization."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","critical","In case of a shortfall in the requisite borrowing through debt securities, a penalty of 0.2% of the shortfall shall be levied.","Regulatory penalties for non-compliance with leverage and investment norms for CICs shall be determined purely by the RBI Adjudication Committee without a fixed percentage.","Penalties - Para 5.2","Chapter 8 - Supervisory Penalties","true","Penalty structure mismatch. SEBI prescribes a fixed 0.2% financial penalty for borrowing shortfalls, while RBI utilizes discretionary supervisory penalties."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","critical","The framework is applicable to entities having a credit rating of AA and above.","The SBR framework categorization does not depend on credit ratings, but purely on asset size, group structure, and systemic importance.","Applicability - Para 1.2","Chapter 1 - Base Layer and Middle Layer Criteria","true","Trigger mismatch. SEBI uses AA credit rating as a strict gate for LC classification, whereas RBI explicitly ignores credit ratings for SBR layer placement."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","moderate","The compliance regarding the 25% borrowing requirement shall be tested over a contiguous block of three years.","Compliance with Adjusted Net Worth and Leverage requirements must be maintained continuously and reported on an annual basis.","Borrowing Block - Para 3.1","Chapter 5 - Continuous Compliance","true","Measurement frequency mismatch. SEBI allows a 3-year block to smooth out borrowing compliance, whereas RBI requires continuous and strict annual compliance."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","critical","'Incremental borrowings' shall exclude any borrowings from parent entities or related parties.","'Outside liabilities' strictly include borrowings from group companies, parent entities, and related party debt.","Definitions - Para 2(c)","Chapter 3 - Liabilities Definition","true","Direct conflict in liability calculation. SEBI excludes related-party debt from LC borrowing obligations, while RBI specifically includes it in CIC leverage ratios."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","critical","The mandatory borrowing requirement applies to incremental borrowings raised during the FY exceeding Rs 50 crore.","All borrowings, regardless of the incremental amount raised during the FY, are subject to the 2.5x leverage ceiling.","Chapter II - Minimum Borrowing","Chapter 4 - Leverage Thresholds","true","Threshold mismatch. SEBI ignores incremental borrowing under Rs 50 cr, whereas RBI caps all borrowings regardless of the incremental quantum."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","moderate","Disclosure must be certified jointly by the Company Secretary and the Chief Financial Officer (CFO).","Regulatory returns to the RBI must be signed exclusively by the Managing Director or the Chief Executive Officer.","Annexure A - Disclosures","Chapter 6 - Authorized Signatories","true","Signatory mismatch for compliance reporting. SEBI requires CS and CFO joint certification, whereas RBI strictly requires MD/CEO signature."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","critical","Funds raised through debt securities under this framework can be deployed for any general corporate purpose including onward lending.","CICs are strictly prohibited from engaging in any other financial activity other than investment in group companies and cannot do general onward lending.","Chapter III - End Use of Funds","Chapter 2 - Permitted Activities","true","End-use conflict. SEBI permits funds raised to be used for general lending, while RBI restricts CICs entirely to group company investments."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","stale_reference","moderate","Listed entities shall use the standard definition of 'Net Worth' as per Section 2(57) of the Companies Act, 2013.","CICs shall use 'Adjusted Net Worth' (ANW) which includes unrealized appreciation in book value of investments up to 50%.","Definitions - Net Worth","Chapter 3 - Adjusted Net Worth","true","Accounting conflict. SEBI relies on the standard Companies Act Net Worth, whereas RBI dictates a specialized 'Adjusted Net Worth' formula for CICs."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","critical","The stock exchanges shall collect the penalty amount directly from the listed entity for the Investor Protection Fund.","Any penalty levied on the NBFC-CIC shall be deposited directly into the designated Reserve Bank of India penalty account.","Penalties - Para 5.3","Chapter 8 - Remittance of Penalty","true","Jurisdictional conflict over penalty collection. SEBI routes fines to the exchange's IPF, while RBI routes fines to its own designated accounts."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","moderate","The framework shall not apply to entities that are in the process of resolving stressed assets under the IBC.","CICs undergoing restructuring or IBC proceedings remain fully subject to SBR reporting and compliance unless specifically exempted by RBI.","Exemptions - Para 6.1","Chapter 9 - Exemptions","true","Applicability conflict during distress. SEBI automatically exempts IBC companies, while RBI maintains standard regulatory applicability."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","critical","Entities must obtain a fresh credit rating for any incremental debt securities issued under this mandate.","CICs are not mandated to obtain external credit ratings for their standard inter-group liabilities.","Chapter II - Ratings Requirement","Chapter 4 - Rating Exemptions","true","Operational mismatch. SEBI requires fresh ratings for LC debt issuances, while RBI does not require external ratings for CIC group funding."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","critical","The framework considers Non-Convertible Debentures (NCDs) as the primary instrument for fulfilling the 25% mandate.","Issuance of NCDs by CICs requires explicit prior approval from the RBI if it exceeds 10% of their Net Owned Fund.","Instruments - Para 3.2","Chapter 4 - Debt Instruments","true","Instrument viability conflict. SEBI pushes NCDs as the primary compliance tool, while RBI heavily restricts and requires prior approval for CIC NCD issuances."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","moderate","Reporting of borrowing blocks shall align with the standard Financial Year (April 1 to March 31).","For certain regulatory ratios, CICs may be required to align reporting based on the calendar year if foreign parents are involved.","Reporting - Para 4.2","Chapter 6 - Financial Year","true","Timeline discrepancy. SEBI strictly enforces the April-March FY, while RBI SBR allows calendar year reporting flexibility for foreign-owned entities."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","critical","In case of mergers, the borrowing requirement of the resultant entity will be recalculated from the date of the merger.","In case of restructuring or mergers involving a CIC, the historical leverage limits and layer classification remain intact for the financial year.","Corporate Actions - Para 7.1","Chapter 7 - Mergers and Amalgamations","true","Treatment of corporate actions mismatch. SEBI resets the borrowing block on merger, while RBI carries over the historical classification and limits."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","critical","External Commercial Borrowings (ECBs) are explicitly excluded from the calculation of incremental borrowings.","ECBs are strictly included in the calculation of Outside Liabilities for the purpose of the 2.5x leverage ratio.","Definitions - ECBs","Chapter 3 - Liability Components","true","Calculation conflict regarding ECBs. SEBI excludes them from the LC threshold/mandate, while RBI counts them fully against the CIC leverage cap."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","stale_reference","moderate","A 'Group' shall be determined as per the definitions laid out in the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.","'Group companies' shall mean an arrangement involving two or more entities related to each other through the definition provided in the RBI Act, 1934.","Definitions - Group","Chapter 3 - Group Companies","true","Definitional conflict. SEBI utilizes LODR definitions for group entities, whereas RBI strictly uses the statutory RBI Act definition."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","critical","Board size for Large Corporates must have a minimum of 6 directors to ensure proper governance over debt raising.","CICs in the Middle and Upper layers must have a minimum of 3 directors on their Board.","Corporate Governance - Para 8","Chapter 5 - Corporate Governance","true","Governance mismatch. SEBI requires at least 6 directors for LCs, whereas RBI SBR requires only a minimum of 3 directors."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","moderate","The Risk Management Committee must meet at least twice a year to review borrowing compliance.","The Risk Management Committee of NBFCs in the Upper Layer must meet at least quarterly.","Committees - Para 8.2","Chapter 5 - Committees of the Board","true","Meeting frequency mismatch. SEBI sets a biannual baseline for RMC meetings, while RBI mandates quarterly meetings for higher-layer NBFCs."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","critical","A Large Corporate cannot place debt securities privately with its own promoter group to fulfill the 25% criteria.","CICs are encouraged to raise funds through private placement primarily from group companies and promoters to limit public risk.","Issuance Guidelines - Para 3.4","Chapter 4 - Funding Avenues","true","Funding source conflict. SEBI explicitly bans using promoter debt to meet the LC mandate, while RBI prefers CICs to fund exclusively via promoters/group."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","critical","Statutory Auditors must certify the initial disclosure regarding LC status within 30 days of the FY start.","Statutory Auditors must submit their certificate regarding the CIC's compliance with asset and income patterns within 60 days of the FY end.","Audit - Para 9.1","Chapter 6 - Statutory Audit","true","Audit timeline mismatch. SEBI requires an upfront auditor certification (30 days from FY start), while RBI requires an end-of-year certification (60 days from FY end)."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","moderate","Any relaxation from the borrowing framework requirements must be sought from the SEBI Corporation Finance Department.","Any exemptions from Scale Based Regulation norms must be approved by the Department of Regulation, RBI.","Exemptions - Para 10","Chapter 9 - Regulatory Exemptions","true","Jurisdictional conflict for relief. A dual-regulated CIC/LC must apply to entirely different regulatory bodies for operational exemptions."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","critical","A maximum of 5% of the total borrowing can be raised via short-term commercial paper if the LC mandate is met.","CICs are permitted to issue Commercial Paper up to 100% of their net worth subject to RBI guidelines.","Instruments - Para 3.5","Chapter 4 - Short Term Debt","true","Instrument cap mismatch. SEBI caps CP usage relative to total borrowing for LCs, whereas RBI permits CICs high flexibility with CP based on net worth."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","critical","Listed entities must maintain a public website displaying their LC status and borrowing block calculations.","Unlisted CICs, even if part of a listed group, are not required to maintain a public website for regulatory disclosures.","Disclosure - Para 4.4","Chapter 6 - Public Disclosure","true","Disclosure medium conflict. SEBI mandates public website disclosure for LC metrics, while RBI does not require a public website for standard CIC reporting."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","numerical_discrepancy","moderate","The framework mandates that at least 50% of the independent directors must approve the annual LC borrowing plan.","All funding plans and leverage strategies of a CIC must be approved by a unanimous vote of the Board of Directors.","Governance - Para 8.4","Chapter 5 - Board Approvals","true","Voting threshold mismatch. SEBI requires a 50% ID majority for borrowing plans, while RBI strictly requires unanimous Board approval."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","policy_conflict","critical","In the event of default on debt securities, the LC classification is temporarily suspended for a period of one year.","In the event of default on any liability, a CIC is immediately reclassified into the Top Layer for enhanced supervisory intervention.","Default Protocol - Para 11","Chapter 1 - Supervisory Action","true","Consequence of default mismatch. SEBI suspends the LC mandate during default, whereas RBI aggressively elevates the regulatory burden by moving the entity to the Top Layer."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","","","The Board of Directors must formulate a comprehensive policy regarding the borrowing strategy and risk management.","The Board of Directors of the NBFC shall frame a Board approved policy for resource planning and risk mitigation.","Corporate Governance - Para 8.1","Chapter 5 - Board Policies","false","Both frameworks align on the core requirement that the Board of Directors must establish policies for borrowing/resource planning and risk management."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","","","Entities must appoint a designated Compliance Officer responsible for ensuring adherence to the borrowing requirements.","Every NBFC must designate a senior management executive as the Chief Compliance Officer to oversee regulatory adherence.","Compliance - Para 9.2","Chapter 5 - Compliance Function","false","Both regulators strictly require the appointment of a dedicated Compliance Officer/CCO to monitor regulatory adherence."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","","","The entity shall not use the proceeds of the borrowing for any activities strictly prohibited by law or for speculative equity trading.","CICs shall not deploy their funds in speculative activities, trading in real estate, or any prohibited non-financial activities.","End Use - Para 3.3","Chapter 2 - Restrictions","false","Both frameworks expressly prohibit the deployment of raised funds/resources into speculative or legally prohibited activities."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","","","All records pertaining to the issuance of debt securities and board resolutions must be preserved for a minimum of eight years.","NBFCs shall preserve records of all board approvals, liabilities, and statutory filings for a period not less than eight years.","Record Keeping - Para 12","Chapter 6 - Preservation of Records","false","Both SEBI and RBI align on the standard 8-year record preservation requirement for board decisions and financial filings."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","","","Any change in the Chief Financial Officer must be reported to the stock exchanges within 24 hours.","Changes in Key Managerial Personnel (including the CFO) must be intimated to the Reserve Bank within the stipulated timeline.","Disclosures - Para 4.5","Chapter 6 - Event Based Reporting","false","Both regulatory bodies require mandatory and timely reporting when there is a change in Key Managerial Personnel like the CFO."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","","","The Statutory Auditor of the entity shall be subject to rotation as per the provisions of the Companies Act, 2013.","NBFCs shall enforce the rotation of statutory auditors in strict alignment with the timelines prescribed under the Companies Act, 2013.","Audit - Para 9.3","Chapter 6 - Auditor Rotation","false","Both frameworks defer to and enforce the auditor rotation rules exactly as defined in the Companies Act, 2013."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","","","Entities must maintain adequate internal controls and systems to monitor the utilization of borrowed funds.","The Board shall ensure that a robust Internal Capital Adequacy Assessment Process and internal control system is in place.","Governance - Para 8.5","Chapter 5 - Internal Controls","false","Both documents mandate the establishment of robust internal controls and systems to monitor resources and compliance."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","","","Material events, including defaults or credit rating downgrades, must be disclosed immediately to avoid market asymmetry.","Any material adverse event, such as a downgrade in credit rating or default, must be reported to the regulator without delay.","Disclosures - Para 4.6","Chapter 6 - Material Events","false","Both SEBI and RBI emphasize the immediate reporting/disclosure of material adverse events like defaults or rating downgrades."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","","","The framework promotes transparency and accountability in the debt markets and corporate balance sheets.","The Scale Based Regulation is designed to enhance transparency, governance, and systemic stability in the NBFC sector.","Preamble","Chapter 1 - Objective","false","Both documents share a unified overarching objective of promoting transparency, accountability, and stability in corporate operations."
"SEBI_Large_Corporates_Borrowing_Framework.pdf","RBI_NBFC_CIC_Scale_Based_Regulation.pdf","","","Non-compliance with these guidelines may result in regulatory action, financial penalties, or restrictions on future market access.","Failure to comply with the SBR directives will attract penal action under the RBI Act, which may include restrictions on business operations.","Penalties - Para 5.4","Chapter 8 - Enforcement Action","false","Both frameworks establish clear consequences for non-compliance, including penalties and restrictions on future operations."
"SEBI_Insider_Trading_Regulations.pdf","SEC_Form_8K_Current_Report_Rules.pdf","numerical_discrepancy","critical","Continual disclosures of trades by promoters, designated persons, and directors must be made to the company within 2 trading days if the traded value exceeds Rs. 10 Lakhs.","Any changes in beneficial ownership by directors or officers are not reported on Form 8-K, but must be filed separately under Section 16 using Form 4 within 2 business days.","Chapter III - Disclosures of Trading by Insiders","General Instructions - Information to be Included","true","Scope and mechanism mismatch. SEBI integrates insider trade reporting into the primary PIT framework, whereas the SEC excludes standard insider trades from Form 8-K entirely, reserving them for Form 4."
